City,Colors Reported,Shape Reported,State,Time
Fairfield,RED,CYLINDER,TX,2000-08-20 06:00:00
Bellevue,,TEARDROP,NE,2000-08-20 08:00:00
Palm Beach Gardens,,VARIOUS,FL,2000-08-20 09:35:00
Troy,,DIAMOND,MO,2000-08-20 11:00:00
Oceanside,,DISK,CA,2000-08-20 15:00:00
Palm Springs,,OVAL,CA,2000-08-20 15:00:00
Dickson City,,CYLINDER,PA,2000-08-20 15:01:00
Russellville,,LIGHT,AR,2000-08-20 19:00:00
White Bear Lake,,,MN,2000-08-20 21:00:00
Pottstown,,DISK,PA,2000-08-20 22:00:00
Maybrook,,OTHER,NY,2000-08-20 22:30:00
Middletown,,OTHER,NY,2000-08-20 22:30:00
New York City,,LIGHT,NY,2000-08-20 23:00:00
New York City,,LIGHT,NY,2000-08-20 23:00:00
Placerville,ORANGE,,CA,2000-08-20 23:05:00
Fayetteville,,,NC,2000-08-21 00:00:00
Blaine,,VARIOUS,MN,2000-08-21 01:38:00
Seattle,,LIGHT,WA,2000-08-21 05:15:00
Olympia,,,WA,2000-08-21 13:15:00
Mt. Juliet,,CYLINDER,TN,2000-08-21 19:35:00
Eatontown,,,NJ,2000-08-21 20:30:00
Camas,,SPHERE,WA,2000-08-21 21:20:00
Camas,RED,TRIANGLE,WA,2000-08-21 21:45:00
Whitefish,,FIREBALL,MT,2000-08-21 21:45:00
Federal Way,,OTHER,WA,2000-08-21 22:50:00
Marion,,,VA,2000-08-22 21:30:00
Seattle,,,WA,2000-08-22 21:30:00
Martinsville,,,VA,2000-08-22 21:45:00
Wabasha,,FLASH,MN,2000-08-22 21:45:00
Kalispell,,,MT,2000-08-23 00:00:00
Vail,BLUE,FLASH,AZ,2000-08-23 02:17:00
Duluth,,FORMATION,MN,2000-08-23 18:30:00
Bouse,,LIGHT,AZ,2000-08-23 19:49:00
Albion,,FORMATION,IN,2000-08-23 22:00:00
Casa Grande,,TRIANGLE,AZ,2000-08-23 22:42:00
Londonderry,,OVAL,NH,2000-08-24 11:00:00
Adams,,LIGHT,NY,2000-08-24 22:14:00
Bow,,FIREBALL,WA,2000-08-24 23:20:00
Waverly,RED YELLOW,LIGHT,KY,2000-08-25 05:03:00
Bothell,,OTHER,WA,2000-08-25 21:00:00
Hopkinton,,LIGHT,RI,2000-08-25 21:05:00
Las Vegas,,FLASH,NV,2000-08-25 22:00:00
Lewiston,RED GREEN,CIRCLE,ME,2000-08-25 22:30:00
Loveland,ORANGE,DISK,CO,2000-08-25 23:00:00
Walnut Hill,,TRIANGLE,IL,2000-08-25 23:10:00
Pasadena,RED,DISK,CA,2000-08-26 09:30:00
San Diego,,LIGHT,CA,2000-08-26 21:05:00
San Diego,RED,TRIANGLE,CA,2000-08-26 21:30:00
San Diego,,CIRCLE,CA,2000-08-26 21:50:00
San Diego,RED,FIREBALL,CA,2000-08-26 22:00:00
Trout Creek Recreation,,LIGHT,OR,2000-08-26 22:00:00
Fairfield,RED YELLOW,LIGHT,CA,2000-08-26 23:30:00
Goverment Camp,ORANGE,LIGHT,OR,2000-08-26 23:30:00
Middletown,YELLOW,OTHER,CA,2000-08-27 17:00:00
Carbondale,,LIGHT,IL,2000-08-27 20:45:00
Eugene,,VARIOUS,OR,2000-08-27 23:00:00
Lenexa,ORANGE,LIGHT,KS,2000-08-28 22:15:00
Claremore,,,OK,2000-08-29 20:00:00
Streetsboro,,LIGHT,OH,2000-08-29 23:31:00
Everett,YELLOW,LIGHT,WA,2000-08-30 01:30:00
Troy,,LIGHT,OH,2000-08-30 21:10:00
Columbia Heights,RED,OTHER,MN,2000-08-31 20:43:00
Bouse,,LIGHT,AZ,2000-08-31 21:15:00
Aquebogue,,LIGHT,NY,2000-08-31 21:30:00
Madisonville,,DISK,KY,2000-08-31 22:00:00
Channing,,VARIOUS,TX,2000-01-09 02:00:00
Cameron Park,,EGG,CA,2000-01-09 02:30:00
Pottsboro,,OTHER,TX,2000-01-09 08:00:00
Albuquerque,,DIAMOND,NM,2000-01-09 17:00:00
Union,,OTHER,MO,2000-01-09 18:00:00
Attleboro,,CIRCLE,MA,2000-01-09 20:45:00
Post,BLUE,LIGHT,TX,2000-01-09 21:00:00
Joshua,,TRIANGLE,TX,2000-01-09 21:30:00
Oakland,,CYLINDER,CA,2000-01-09 21:35:00
Pipestone,,TRIANGLE,MN,2000-01-09 22:00:00
Sedona,,FIREBALL,AZ,2000-01-09 22:00:00
South Bend,,TRIANGLE,IN,2000-01-09 22:00:00
Tempe,,FLASH,AZ,2000-01-09 22:00:00
South County,,OTHER,RI,2000-01-09 22:35:00
Orchard Park,,OTHER,NY,2000-01-09 23:12:00
Indiana,,,IN,2000-02-09 01:00:00
La Jolla,,DISK,CA,2000-02-09 03:25:00
Seattle,BLUE,CIGAR,WA,2000-02-09 04:00:00
Tempe,,CIRCLE,AZ,2000-02-09 04:14:00
Hebron,,LIGHT,OH,2000-02-09 14:00:00
Seattle,,OTHER,WA,2000-02-09 21:00:00
Orem,,OTHER,UT,2000-02-09 21:30:00
Miami,,DISK,OK,2000-02-09 22:20:00
Hooper,,DISK,CO,2000-03-09 01:30:00
Erie,,FIREBALL,PA,2000-03-09 02:15:00
Chandler,YELLOW GREEN BLUE,OTHER,AZ,2000-03-09 11:00:00
West Covina,,VARIOUS,CA,2000-03-09 19:00:00
Westlake Village,RED GREEN BLUE,LIGHT,CA,2000-04-09 03:45:00
Hanson,,LIGHT,MA,2000-05-09 21:00:00
Redding,RED,TRIANGLE,CA,2000-05-09 21:25:00
Linthicum Heights,,LIGHT,MD,2000-05-09 21:37:00
West Leipsic,,LIGHT,OH,2000-06-09 02:40:00
Hampton Beach,,CIRCLE,NH,2000-06-09 15:00:00
Tacoma,,FIREBALL,WA,2000-06-09 19:15:00
Williamsville,,LIGHT,NY,2000-06-09 22:00:00
Peebles,,FIREBALL,OH,2000-06-09 22:32:00
Laguna Hills,,LIGHT,CA,2000-06-09 22:55:00
Yuma,,CIRCLE,AZ,2000-07-09 01:30:00
Glendale,,TRIANGLE,AZ,2000-07-09 20:00:00
Syracuse,,TRIANGLE,NY,2000-07-09 20:30:00
Benton,,LIGHT,KY,2000-07-09 21:20:00
Longmont,,FIREBALL,CO,2000-07-09 23:42:00
Greesnboro,,,NC,2000-08-09 03:25:00
Houston,,CYLINDER,TX,2000-08-09 06:15:00
New York City,,RECTANGLE,NY,2000-08-09 12:30:00
New York City,,RECTANGLE,NY,2000-08-09 12:30:00
Fall River,,SPHERE,MA,2000-08-09 14:00:00
Walla Walla,,CIGAR,WA,2000-08-09 15:30:00
George West,,FLASH,TX,2000-08-09 20:30:00
Reading,,FLASH,PA,2000-09-09 02:30:00
Mechanicsburg,BLUE,FIREBALL,PA,2000-09-09 03:00:00
Coatesville,,LIGHT,PA,2000-09-09 03:30:00
Gardiner,,LIGHT,MT,2000-09-09 03:30:00
Mount Laurel,,FIREBALL,NJ,2000-09-09 03:30:00
Philadelphia,,VARIOUS,PA,2000-09-09 03:30:00
Alamogordo,,DISK,NM,2000-09-09 20:30:00
Hermitage,,TRIANGLE,PA,2000-09-09 21:30:00
White Oak,,FIREBALL,MS,2000-09-09 21:30:00
Johannesburg,ORANGE,FIREBALL,MI,2000-09-09 22:15:00
Dahlonega,,VARIOUS,GA,2000-09-09 22:30:00
Roswell,,,NM,2000-10-09 01:11:00
Great Sand Dunes National Monument,,CIRCLE,CO,2000-10-09 14:45:00
Geneva,,LIGHT,NE,2000-10-09 18:30:00
Chicago,,OTHER,IL,2000-10-09 19:10:00
Edmond,,LIGHT,OK,2000-10-09 20:30:00
Denver,,TRIANGLE,CO,2000-10-09 21:00:00
Hermantown,,TRIANGLE,MN,2000-10-09 21:10:00
Patuxent River,,LIGHT,MD,2000-10-09 22:00:00
Eldorado,,EGG,AR,2000-10-09 23:00:00
Peoria,,FORMATION,IL,2000-11-09 00:30:00
Peoria,,FORMATION,IL,2000-11-09 00:30:00
Charleston,,TRIANGLE,MO,2000-11-09 01:17:00
Ashland,,OTHER,KY,2000-11-09 20:15:00
Colorado Springs,,OTHER,CO,2000-11-09 21:00:00
Indianapolis,,SPHERE,IN,2000-11-09 23:17:00
Jasper,,CIRCLE,FL,2000-12-09 01:55:00
Catawissa,,,PA,2000-12-09 02:30:00
Gold Bar,,TRIANGLE,WA,2000-12-09 07:50:00
Walnut,,SPHERE,CA,2000-12-09 14:30:00
Lordsburg,,VARIOUS,NM,2000-12-09 17:00:00
San Antonio,,OTHER,TX,2000-12-09 19:30:00
Raymore,,LIGHT,MO,2000-12-09 23:30:00
Bozeman,,OTHER,MT,2000-09-13 00:04:00
Leesburg,,RECTANGLE,VA,2000-09-13 05:55:00
Toledo,,SPHERE,OH,2000-09-13 13:00:00
Everett,,FORMATION,WA,2000-09-13 17:00:00
Hagerstown to Sidling hill cut,,LIGHT,MD,2000-09-13 19:00:00
Florissant,,FLASH,CO,2000-09-13 19:30:00
Sikeston,,CIGAR,MO,2000-09-13 20:10:00
Dayton,,TRIANGLE,OH,2000-09-13 21:00:00
Williamsville,RED GREEN,LIGHT,NY,2000-09-13 21:00:00
Minden,,OVAL,NE,2000-09-13 22:00:00
Goshen,,,VT,2000-09-14 01:30:00
Augusta,,CONE,GA,2000-09-14 02:00:00
Houston,,CYLINDER,TX,2000-09-14 07:51:00
Vancouver,,EGG,WA,2000-09-14 08:10:00
Santa Monica,,DIAMOND,CA,2000-09-14 19:30:00
Steens Mountains,RED,,OR,2000-09-14 20:00:00
Homewood,,EGG,AL,2000-09-14 21:00:00
Portland,,TRIANGLE,OR,2000-09-14 21:00:00
Des Moines,,LIGHT,IA,2000-09-14 21:15:00
Toledo,,TRIANGLE,OH,2000-09-15 00:00:00
Greensville,,DISK,MS,2000-09-15 01:30:00
Lakewood,,DISK,NJ,2000-09-15 01:30:00
Duncan,BLUE,OTHER,OK,2000-09-15 02:00:00
Harrington,,RECTANGLE,WA,2000-09-15 02:30:00
Merritt Island,RED,TRIANGLE,FL,2000-09-15 06:15:00
Tupelo,,DISK,MS,2000-09-15 08:00:00
Eugene,,OTHER,OR,2000-09-15 14:00:00
Stuart,,EGG,FL,2000-09-15 15:00:00
Belfield,,DISK,ND,2000-09-15 19:00:00
Glenwood,,TRIANGLE,IL,2000-09-15 19:00:00
Granite Falls,,,WA,2000-09-15 19:00:00
Studio City,,LIGHT,CA,2000-09-15 19:00:00
Canton,,DISK,MI,2000-09-15 19:06:00
Wister,,TRIANGLE,OK,2000-09-15 19:45:00
Niota,,FLASH,IL,2000-09-15 20:00:00
Berkeley,ORANGE,DISK,CA,2000-09-15 20:19:00
Plant City,,OVAL,FL,2000-09-15 20:30:00
Ruidsoso,,LIGHT,NM,2000-09-15 20:37:00
Ozark,,LIGHT,AL,2000-09-15 21:00:00
Laurel,,CIRCLE,MD,2000-09-15 21:13:00
East Springfield,,LIGHT,PA,2000-09-15 21:30:00
Pinos Altos,ORANGE,CIRCLE,NM,2000-09-15 22:00:00
Idaho Falls,,CHEVRON,ID,2000-09-15 22:45:00
Vancouver,,LIGHT,WA,2000-09-15 22:50:00
Selden,,CIRCLE,NY,2000-09-16 00:45:00
Portland,,,ME,2000-09-16 01:00:00
Martinsburg,,TRIANGLE,WV,2000-09-16 07:12:00
New York City,,FORMATION,NY,2000-09-16 15:30:00
San Francisco,,SPHERE,CA,2000-09-16 17:30:00
Fort Wayne,,CIGAR,IN,2000-09-16 17:54:00
Wilmington,,TRIANGLE,DE,2000-09-16 19:00:00
Laughlin,,FORMATION,NV,2000-09-16 22:00:00
Owensboro,RED,CIRCLE,KY,2000-09-16 23:30:00
Cleveland,,CIGAR,OH,2000-09-17 16:00:00
San Francisco,YELLOW,CHEVRON,CA,2000-09-17 16:00:00
San Francisco,,LIGHT,CA,2000-09-17 16:00:00
San Francisco,,LIGHT,CA,2000-09-17 16:30:00
Kennewick,,CHEVRON,WA,2000-09-17 20:20:00
Opelousas,,CHEVRON,LA,2000-09-17 20:55:00
Mountain View,,FIREBALL,CA,2000-09-17 21:40:00
Allentown,,DISK,PA,2000-09-18 08:00:00
San Diego,,OVAL,CA,2000-09-18 18:30:00
Cullman,,LIGHT,AL,2000-09-18 19:00:00
St. James City,,VARIOUS,FL,2000-09-18 20:00:00
Pueblo,YELLOW,SPHERE,CO,2000-09-18 21:00:00
Redding,,FLASH,CA,2000-09-18 21:10:00
San Saba,,LIGHT,TX,2000-09-18 22:00:00
Westville,,LIGHT,OK,2000-09-18 23:00:00
San Diego,,OVAL,CA,2000-09-18 23:30:00
Dodge City,YELLOW,SPHERE,KS,2000-09-19 03:00:00
Fairfield,,FIREBALL,CA,2000-09-19 04:20:00
Sherman Oaks,,OTHER,CA,2000-09-19 09:30:00
Houston,,SPHERE,TX,2000-09-19 11:50:00
Buckley,,TRIANGLE,WA,2000-09-19 12:00:00
Girard,,CIRCLE,OH,2000-09-19 12:15:00
Pueblo,,TRIANGLE,CO,2000-09-19 19:00:00
Radcliff,,LIGHT,KY,2000-09-19 19:30:00
Conneaut,,LIGHT,OH,2000-09-19 20:05:00
Ravenna,,FORMATION,OH,2000-09-19 20:30:00
Duluth,,LIGHT,GA,2000-09-19 21:05:00
Madera,,LIGHT,CA,2000-09-19 21:05:00
Camas,,FIREBALL,WA,2000-09-19 21:30:00
Chandler,,FLASH,AZ,2000-09-19 23:00:00
Scottsdale,,FLASH,AZ,2000-09-19 23:00:00
El Dorado Hills,,CIRCLE,CA,2000-09-20 04:15:00
Kirkland,,OTHER,WA,2000-09-20 17:28:00
North Bergen,,TRIANGLE,NJ,2000-09-20 18:00:00
Phoenix,,TRIANGLE,AZ,2000-09-20 21:00:00
Maybrook,,OTHER,NY,2000-09-20 22:30:00
Marshall,,TRIANGLE,MN,2000-09-20 22:57:00
Dent,RED GREEN,LIGHT,MN,2000-09-21 04:00:00
Columbiana,BLUE,,OH,2000-09-21 06:50:00
Columbiana,BLUE,CIRCLE,OH,2000-09-21 10:50:00
Portland,ORANGE,CIRCLE,TN,2000-09-21 13:30:00
Chatfield,,OVAL,TX,2000-09-21 19:25:00
Chatfield,,DISK,TX,2000-09-21 19:30:00
Cushing,,FIREBALL,TX,2000-09-21 21:00:00
Glenn Ellyn,,OVAL,IL,2000-09-21 21:25:00
San Jose,,OVAL,CA,2000-09-21 23:00:00
Defiance,,OTHER,OH,2000-09-22 00:30:00
Stanton,,DISK,MI,2000-09-22 07:38:00
Louisville,,TEARDROP,KY,2000-09-22 07:50:00
Yucca Valley,,CYLINDER,CA,2000-09-22 11:00:00
Cinnaminson,RED,FIREBALL,NJ,2000-09-22 15:00:00
Camp Springs,,CIRCLE,MD,2000-09-22 15:15:00
Flagstaff,,OTHER,AZ,2000-09-22 19:41:00
Tacoma,,DISK,WA,2000-09-22 22:49:00
White City,,CIRCLE,OR,2000-09-22 23:00:00
Bradenton,,EGG,FL,2000-09-22 23:30:00
Simsbury,,CHEVRON,CT,2000-09-22 23:59:00
Glendale,,TRIANGLE,AZ,2000-09-23 00:30:00
Fremont,,TRIANGLE,CA,2000-09-23 05:00:00
Auburn,,LIGHT,WA,2000-09-23 19:30:00
Rosemount,,TRIANGLE,MN,2000-09-23 20:25:00
Sandy,,TRIANGLE,UT,2000-09-23 20:53:00
Camp Verde,,,AZ,2000-09-24 06:15:00
Saint Paul,,DISK,MN,2000-09-24 09:00:00
Victor,,CYLINDER,CO,2000-09-24 20:15:00
Everett,,LIGHT,WA,2000-09-24 20:40:00
West Palm Beach,,LIGHT,FL,2000-09-24 23:12:00
Ames,,FLASH,IA,2000-09-24 23:25:00
Bridgewater,,OTHER,NJ,2000-09-24 23:45:00
Palatine,,CIRCLE,IL,2000-09-25 17:00:00
Glendale,,OVAL,CA,2000-09-25 17:30:00
Albuquerque,,LIGHT,NM,2000-09-25 19:30:00
Fairfield,,CIRCLE,CA,2000-09-25 19:30:00
Maunaloa,RED,CHEVRON,HI,2000-09-25 20:12:00
Shoreline,,TRIANGLE,WA,2000-09-25 20:15:00
The Woodlands,,CHEVRON,TX,2000-09-26 03:30:00
Jordan,BLUE,CIGAR,MN,2000-09-26 13:00:00
Capistrano Beach,BLUE,FIREBALL,CA,2000-09-26 20:00:00
Palm Springs,GREEN,FIREBALL,CA,2000-09-26 20:13:00
Mission Viejo,,FIREBALL,CA,2000-09-26 20:15:00
Tucson,GREEN,FIREBALL,AZ,2000-09-26 20:30:00
Edmonds,,FLASH,WA,2000-09-26 21:00:00
Kerrywood,,FLASH,ID,2000-09-26 21:30:00
Ankeny,,TRIANGLE,IA,2000-09-26 22:10:00
Taunton,RED,DISK,MA,2000-09-27 00:15:00
Gerrardstown,,DISK,WV,2000-09-27 01:24:00
Babylon,,CIRCLE,NY,2000-09-27 03:00:00
Bel Marin Keys,,LIGHT,CA,2000-09-27 05:30:00
Apache Junction,,OTHER,AZ,2000-09-27 12:34:00
Highlands Ranch,RED ORANGE BLUE,TRIANGLE,CO,2000-09-27 19:30:00
Greenbrier,,CIRCLE,AR,2000-09-27 20:00:00
Rapid City,,LIGHT,SD,2000-09-27 20:35:00
Challis,,TRIANGLE,ID,2000-09-27 21:45:00
Vermilion,GREEN,DISK,OH,2000-09-28 01:00:00
West Manchester,,OTHER,OH,2000-09-28 14:00:00
Layton,RED BLUE,TRIANGLE,UT,2000-09-28 20:00:00
Morristown,,TRIANGLE,TN,2000-09-28 20:30:00
Oshkosh,ORANGE,DISK,WI,2000-09-28 21:00:00
Collinsville,,FIREBALL,IL,2000-09-28 21:10:00
Glasgow,RED,OTHER,KY,2000-09-28 21:13:00
Crofton,RED,CIRCLE,KY,2000-09-28 21:15:00
Napa,,SPHERE,CA,2000-09-29 01:20:00
Bethlehem,,OTHER,PA,2000-09-29 05:20:00
Wichita,,LIGHT,KS,2000-09-29 05:35:00
Chandler,,FIREBALL,AZ,2000-09-29 19:40:00
North Texas,,FIREBALL,TX,2000-09-30 02:00:00
Canoga Park,,SPHERE,CA,2000-09-30 18:24:00
Globe,,CIRCLE,AZ,2000-09-30 20:00:00
Globe,GREEN,CIRCLE,AZ,2000-09-30 20:00:00
Lamoine,GREEN,TRIANGLE,ME,2000-09-30 20:00:00
Memphis,,LIGHT,TN,2000-09-30 20:00:00
Phoenix,BLUE,OTHER,AZ,2000-09-30 20:00:00
Scottsdale,BLUE,FIREBALL,AZ,2000-09-30 20:00:00
San Fernando Valley,,CIRCLE,CA,2000-09-30 21:30:00
Los Angeles,RED ORANGE,FORMATION,CA,2000-09-30 21:45:00
North Hollywood,RED,VARIOUS,CA,2000-09-30 21:45:00
San Fernando Valley,RED,LIGHT,CA,2000-09-30 21:47:00
Arleta,RED,LIGHT,CA,2000-09-30 22:00:00
Las Vegas,,SPHERE,NV,2000-09-30 22:25:00
San Fernando Valley,,FORMATION,CA,2000-09-30 22:30:00
Los Angeles,,TRIANGLE,CA,2000-09-30 23:00:00
San Antonio,RED BLUE,VARIOUS,TX,2000-09-30 23:30:00
Vaughn,,FORMATION,WA,2000-01-10 01:00:00
Sturgis,,DISK,MI,2000-01-10 01:30:00
Madera,,LIGHT,CA,2000-01-10 14:00:00
Stockton,,SPHERE,CA,2000-01-10 18:00:00
Chandler,,CIGAR,AZ,2000-01-10 19:40:00
Belmont,,,CA,2000-01-10 20:00:00
Prineville,,,OR,2000-01-10 20:00:00
Wheaton,,TRIANGLE,MD,2000-01-10 20:00:00
Albuquerque,,TRIANGLE,NM,2000-01-10 20:45:00
Orange Park,,OTHER,FL,2000-01-10 21:00:00
Colorado Springs,,LIGHT,CO,2000-01-10 21:30:00
Maryville,,LIGHT,MO,2000-01-10 21:30:00
Jackson,,TRIANGLE,TN,2000-01-10 22:00:00
Jones Beach,RED BLUE,DIAMOND,NY,2000-01-10 23:15:00
San Antonio,,LIGHT,TX,2000-02-10 00:00:00
Sterling,,OVAL,MI,2000-02-10 00:00:00
Sterling Heights,ORANGE,OVAL,MI,2000-02-10 09:54:00
Crossville,RED,CIRCLE,TN,2000-02-10 17:00:00
Fairbanks,,,AK,2000-02-10 23:00:00
St. Petersburg,,DISK,FL,2000-03-10 02:15:00
Los Angeles,,,CA,2000-03-10 04:30:00
Buckley,,TRIANGLE,WA,2000-03-10 12:15:00
Hayward,,VARIOUS,CA,2000-03-10 19:15:00
Fargo,,TRIANGLE,ND,2000-04-10 01:57:00
Charlotte,,OVAL,NC,2000-04-10 14:33:00
Niles,,TRIANGLE,MI,2000-04-10 17:00:00
Severn,ORANGE,DISK,MD,2000-04-10 18:10:00
Janesville,,DIAMOND,WI,2000-04-10 18:25:00
Caldwell,,LIGHT,ID,2000-04-10 20:30:00
Kalama,,,WA,2000-04-10 22:00:00
Cleburne,,OTHER,TX,2000-04-10 22:25:00
New Brighton,,DISK,MN,2000-04-10 22:45:00
Richwood,,FIREBALL,TX,2000-04-10 22:47:00
Show Low,,CIRCLE,AZ,2000-05-10 00:00:00
Snohomish,GREEN,OTHER,WA,2000-05-10 00:05:00
Colorado Springs,,TRIANGLE,CO,2000-05-10 02:00:00
Phoenix,,LIGHT,AZ,2000-05-10 04:30:00
Pima,,OTHER,AZ,2000-05-10 05:50:00
Jerome,,VARIOUS,AZ,2000-05-10 06:05:00
Kennewick,,,WA,2000-05-10 19:45:00
Daphne,,CIRCLE,AL,2000-05-10 21:05:00
Topsfield,GREEN,FIREBALL,MA,2000-05-10 22:00:00
Montara,,LIGHT,CA,2000-05-10 23:15:00
Seattle,,SPHERE,WA,2000-06-10 10:50:00
Springfield,,TRIANGLE,MO,2000-06-10 13:45:00
Rohnert Park,,CONE,CA,2000-06-10 16:45:00
Las Vegas,RED YELLOW,OTHER,NV,2000-06-10 20:25:00
Mesa,,DISK,AZ,2000-06-10 22:30:00
Vallejo,ORANGE,TEARDROP,CA,2000-07-10 01:15:00
Palm Desert,,TRIANGLE,CA,2000-07-10 02:45:00
Clearwater,,LIGHT,FL,2000-07-10 22:00:00
Katy,,DISK,TX,2000-07-10 22:00:00
Oak Lawn,,CIRCLE,IL,2000-07-10 22:30:00
Toledo to Marion,,LIGHT,OH,2000-07-10 23:30:00
Silver Lake,,TRIANGLE,CA,2000-08-10 00:30:00
Silver Lake,,TRIANGLE,CA,2000-08-10 01:00:00
Longbeach,,TRIANGLE,NJ,2000-08-10 01:10:00
Fairfield,RED,,IA,2000-08-10 02:00:00
Bartlesville,,,OK,2000-08-10 05:45:00
Pismo Beach,,TRIANGLE,CA,2000-08-10 09:00:00
Hayward,,CIRCLE,CA,2000-08-10 14:00:00
West Warwick,,FORMATION,RI,2000-08-10 16:00:00
Tacoma,,OTHER,WA,2000-08-10 16:45:00
Lisbon,,LIGHT,OH,2000-08-10 18:00:00
Chemung,,OTHER,NY,2000-08-10 18:20:00
Chemung,,OTHER,NY,2000-08-10 18:20:00
Morganton,,DISK,NC,2000-08-10 20:00:00
Glendale,,CIRCLE,AZ,2000-08-10 22:30:00
Kimberly,,,AL,2000-09-10 09:00:00
Border,,TEARDROP,WY,2000-09-10 18:45:00
Bozeman,,LIGHT,MT,2000-09-10 21:00:00
Minnetonka,,VARIOUS,MN,2000-09-10 23:35:00
Perryville,ORANGE,OVAL,MO,2000-10-10 03:00:00
Boynton Beach,,OTHER,FL,2000-10-10 06:15:00
Jueanu,,TRIANGLE,WI,2000-10-10 16:00:00
Valley Park area of St. Louis,,OVAL,MO,2000-10-10 20:20:00
Brinktown,,LIGHT,MO,2000-10-10 20:30:00
Florence,,LIGHT,KY,2000-10-10 21:30:00
Seattle,,,WA,2000-10-10 21:30:00
Port Orchard,,DIAMOND,WA,2000-10-10 22:00:00
Watertown,,LIGHT,NY,2000-11-10 20:00:00
Elverta,RED BLUE,LIGHT,CA,2000-11-10 22:00:00
Whittier,,LIGHT,CA,2000-11-10 23:30:00
Breckenridge,,OTHER,TX,2000-12-10 08:00:00
Mountain City,,DISK,TN,2000-12-10 15:00:00
New Haven,,DISK,WV,2000-12-10 17:40:00
Belmont,,CIGAR,VT,2000-12-10 18:00:00
Gilbert,,LIGHT,AZ,2000-12-10 18:45:00
Gilbert,,OVAL,AZ,2000-12-10 18:59:00
Gilbert,RED,,AZ,2000-12-10 19:00:00
Tulsa,,FIREBALL,OK,2000-12-10 19:30:00
Buckeye,,LIGHT,AZ,2000-12-10 21:30:00
Forest Hills,GREEN,CIRCLE,NY,2000-10-13 01:00:00
Mohawk Valley,,OTHER,AZ,2000-10-13 01:00:00
Mohawk Valley,,OTHER,AZ,2000-10-13 01:00:00
Tulsa,,FIREBALL,OK,2000-10-13 06:45:00
Newton,,FIREBALL,KS,2000-10-13 08:00:00
Wichita,,OTHER,KS,2000-10-13 18:30:00
Knoxville,,CYLINDER,TN,2000-10-13 18:45:00
Louisville,,TRIANGLE,KY,2000-10-13 18:45:00
Oklahoma,,FIREBALL,OK,2000-10-13 19:00:00
Wichita,,,KS,2000-10-13 19:00:00
Clyde,,CYLINDER,TX,2000-10-13 19:14:00
Jenks,,FIREBALL,OK,2000-10-13 19:20:00
Orangeville,,,PA,2000-10-13 19:25:00
Amarillo,BLUE,LIGHT,TX,2000-10-13 19:30:00
Baird,,FIREBALL,TX,2000-10-13 19:30:00
Elk City,,FIREBALL,OK,2000-10-13 19:53:00
Eugene,,LIGHT,OR,2000-10-13 20:00:00
Miami,,CHEVRON,FL,2000-10-13 20:00:00
Orwigsburg,,FIREBALL,PA,2000-10-13 21:30:00
Portland,,LIGHT,OR,2000-10-13 22:10:00
Salinas,,,CA,2000-10-14 01:16:00
Escondido,,,CA,2000-10-14 02:30:00
Breezewood,ORANGE YELLOW BLUE,CIGAR,PA,2000-10-14 14:18:00
Mechanicsville,,CIRCLE,VA,2000-10-14 16:05:00
Sarasota,,,FL,2000-10-14 18:15:00
Gonzales,,RECTANGLE,LA,2000-10-14 18:30:00
Denver,,,CO,2000-10-14 22:18:00
Southgate,,FIREBALL,MI,2000-10-15 01:35:00
Alabama,,SPHERE,AL,2000-10-15 03:00:00
Clear Lake,GREEN,EGG,TX,2000-10-15 04:00:00
Mt. Kisco,,LIGHT,NY,2000-10-15 04:00:00
Nassau Bay,GREEN,OVAL,TX,2000-10-15 04:00:00
Del Valle,,,TX,2000-10-15 15:30:00
Phoenix,,CIGAR,AZ,2000-10-15 16:30:00
Commerce City to Henderson,,TRIANGLE,CO,2000-10-15 17:00:00
Palm Springs,,LIGHT,CT,2000-10-15 17:00:00
Long Beach,,DIAMOND,CA,2000-10-15 17:52:00
Strawberry,,DISK,AZ,2000-10-15 19:00:00
New Castle,,EGG,PA,2000-10-15 20:00:00
Portland,,CIRCLE,OR,2000-10-15 20:00:00
Lucerne,,TRIANGLE,IN,2000-10-15 20:30:00
Middletown,,CIGAR,CA,2000-10-15 21:10:00
Houston,,TRIANGLE,TX,2000-10-15 21:30:00
Greensboro,,OVAL,NC,2000-10-15 22:00:00
Martins Ferry,,,OH,2000-10-15 23:00:00
Spring Lake,,OTHER,NC,2000-10-15 23:00:00
Woodstock,,FIREBALL,CT,2000-10-16 12:22:00
Kenosha,,LIGHT,WI,2000-10-16 18:10:00
Jefferson City,,TRIANGLE,MO,2000-10-16 23:00:00
Bellerose,YELLOW,DISK,NY,2000-10-16 23:55:00
Napoleonville,RED,OTHER,LA,2000-10-17 19:00:00
Yampa,RED GREEN,LIGHT,CO,2000-10-17 19:00:00
Oakland Park,,DIAMOND,FL,2000-10-17 19:45:00
Eureka,ORANGE,LIGHT,CA,2000-10-17 20:30:00
Tucson,RED BLUE,DIAMOND,AZ,2000-10-17 21:00:00
Seattle,,CIRCLE,WA,2000-10-18 06:02:00
Boynton Beach,,OTHER,FL,2000-10-18 20:25:00
Royal Palm Beach,,FIREBALL,FL,2000-10-18 20:43:00
Seattle,GREEN,CIRCLE,WA,2000-10-18 20:45:00
McKinney,,LIGHT,TX,2000-10-18 22:15:00
